BindingDB Reactant_set_id,Ligand SMILES,IC50 (nM)
51095380,NC(Cc1ccc(Cl)cc1)C(=O)N1CCN(CC1)c1ncnc(N)c1Cl,17.0
51296588,Cn1ncc(Cl)c1-c1cc(oc1Cl)C(=O)N[C@@H]1CNCC[C@H]1c1ccc(Cl)cc1,17.0
51421702,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(cc3)C(F)(F)F)ncnc12,17.0
51296627,O[C@H]([C@@H](O)C(O)=O)C(O)=O.Cn1ncc(Cl)c1-c1cc(oc1Cl)C(=O)NC1CNCCC1c1ccc(Cl)cc1,17.0
50585629,N[C@]1(CNC(=O)c2ccc(Cl)cc2)CCN(C1)c1ncnc2[nH]cc(C#N)c12,17.5
29942,Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2ccc(cc2)C(F)(F)F)c1,18.0
51296620,O[C@H]([C@@H](O)C(O)=O)C(O)=O.Cn1ncc(Cl)c1-c1cc(oc1Cl)C(=O)NC1CNCCC1c1ccccc1,18.0
290789,NC1(CCC1)c1ccc(cc1)-c1nc2c3cc(ccc3nn2cc1-c1ccccc1)-c1ccc(CO)cc1,18.0
282794,COc1nn2cc(c(nc2c1CO)-c1ccc(CN2CCC(CC2)c2n[nH]c(n2)-c2cccc(C)n2)cc1)-c1c(F)cccc1F,18.0
288028,Cc1c(Cl)cn2c(c(nc2c1Br)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,18.0
329839,CCc1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CCC1)-c1cncc(c1)C(F)(F)F,18.0
330017,CCc1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CCC1)-c1cccc(c1)C(F)(F)F,18.0
50220470,CC(C)N(C)C[C@@H](C(=O)N1CCN(CC1)c1ncnc2[C@H](O)C[C@@H](C)c12)c1ccc(Cl)cc1,18.0
50417662,C(N1CCC(CC1)c1nnc([nH]1)-c1ccccn1)c1ccc(cc1)-c1nc2nc(ncc2cc1-c1ccccc1)N1CCCCC1,18.0
50418200,CN1CCN(CC1)c1ccc2nc(-c3ccccc3)c(nc2n1)-c1ccc(CN2CCC(CC2)c2nnc([nH]2)-c2ccccn2)cc1,18.0
44986,Nc1ncnc2nc(-c3ccc(CN4CCC(CC4)c4nc5ccc(F)cc5[nH]4)cc3)c(cc12)-c1ccccc1,18.0
51116608,Clc1ccc(CC(=O)N2CCN(CC2)c2ncnc3[nH]cc(Br)c23)cc1,18.0
50530261,CN(C)c1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1,18.0
50530267,N[C@H](COc1cncc(c1)-c1ccc2[nH]nc(N3CCOCC3)c2c1)Cc1c[nH]c2ccccc12,18.0
50530279,Cc1n[nH]c2cnc(cc12)-c1cncc(OC[C@@H](N)Cc2ccc(cc2)C(F)(F)F)c1,18.0
50601476,CNC[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(CC1)c1ncnc2[nH]ccc12,18.0
50563560,Cc1n[nH]c2ccc(cc12)-c1nnc(NC[C@@H](N)Cc2ccc(Cl)cc2Cl)s1,18.0
50564069,N[C@H](CNc1ncc(s1)-c1ccc2NC(=O)Cc2c1)Cc1ccc(cc1)C(F)(F)F,18.0
50612089,C[C@@H]1OCc2ncnc(N3CCN(CC3)C(=O)C(Cc3ccc(Cl)c(F)c3)CC(C)(C)N)c12,18.0
50638298,COc1ccc(cc1)S(=O)(=O)Nc1cc(cnc1C)-c1ccc2nc(NC(C)=O)sc2c1,18.0
875714,CCC(=O)Nc1cccc(c1)C(=O)NC1CCN(Cc2ccc(cc2)-c2nc3cc[nH]c(=O)c3cc2-c2ccccc2)CC1,18.2
27623,N[C@H](CNc1cnc(Cl)c(\C=C\c2ccncc2)c1)Cc1c[nH]c2ccccc12,19.0
1135396,C[C@H](NC(=O)C1(N)CCN(CC1)c1ncnc2[nH]cc(C)c12)c1ccc(Cl)cc1,19.0
290792,NC1(CCC1)c1ccc(cc1)-c1nc2c3cc(ccc3nn2cc1-c1ccccc1)-c1cn[nH]c1,19.0
287999,COc1cc(Br)cn2c(c(nc12)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,19.0
290700,NC1(CCC1)c1ccc(cc1)-c1nn2c(cnc2cc1-c1ccccc1)-c1ccc(CO)cc1,19.0
326881,CC1Cc2c(cccc2Cl)N1C(=O)Cc1nc(N2CCOCC2)c(F)c(=O)[nH]1,19.0
329891,CCc1c(N)ncnc1N1CCC(CC1)c1nc(cn1CC1CNC1)-c1ccc(F)c(c1)C(F)(F)F,19.0
50417644,C(N1CCC(CC1)c1nnc([nH]1)-c1ccccn1)c1ccc(cc1)-c1nc2nc(ncc2cc1-c1ccccc1)N1CCn2cnnc2C1,19.0
50563575,Cc1n[nH]c2ccc(cc12)-c1nnc(NC[C@@H](N)Cc2cccc(Cl)c2)s1,19.0
50630658,Cc1cccc(C)c1S(=O)(=O)N1CCC[C@@H]1[C@@H](O)CN1CCC[C@@]2(CCN(C2)c2ncnc(N)c2C2CC2)C1,19.0
50638303,CC(=O)Nc1nc2ccc(cc2s1)-c1cnc(Cl)c(NS(=O)(=O)c2ccc(cc2)C(F)(F)F)c1,19.0
51061485,COc1ccc(cn1)-c1cc2c(C)nc(N)nc2n([C@H]2CC[C@@H](CC2)OCC(N)=O)c1=O,19.0
290708,COC(=O)c1ccc(cn1)-c1cnc2cc(-c3ccccc3)c(nn12)-c1ccc(cc1)C1(N)CCC1,19.0
27697,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(cc2)-c2nc3cc(ccc3nc2-c2ccccc2)-c2nnn[nH]2)CC1,20.0
1135379,NC1(CCN(CC1)c1ncnc2[nH]ncc12)C(=O)N[C@@H](CCO)c1ccc(Cl)cc1,20.0
21144,CC1(C)CCCN(C1)c1ccc(O)c(c1)C(=O)c1ccc(cc1)C(=O)N[C@@H]1CCCNC[C@H]1NC(=O)c1ccncc1,20.0
21143,Oc1ccc(cc1C(=O)c1ccc(cc1)C(=O)N[C@@H]1CCCNC[C@H]1NC(=O)c1ccncc1)N1CCCCC1,20.0
51116621,Brc1c[nH]c2ncnc(N3CCN(CC3)C(=O)C3(CCNCC3)c3ccccc3)c12,20.0
292852,Cn1c(CC(=O)N2CCc3ccccc23)nc(cc1=O)N1CCOCC1,20.0
329972,CCc1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CCCC1)-c1ccc(F)cc1,20.0
326891,CC1Cc2c(cccc2Cl)N1C(=O)Cc1nc(N2CCOCC2)c(F)c(=O)n1C,20.0
329953,CC(=C)c1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CCCC1)-c1ccc(F)c(c1)C(F)(F)F,20.0
329997,Nc1ncnc(N2CCC(CC2)c2nc(cn2CCN2CCCC2)-c2cccc(F)c2)c1C1CCC1,20.0
50530207,O=c1[nH]c2ccccc2n1C1CCN(Cc2ccc(cc2)-c2nc3cc(ccc3nc2-c2ccccc2)-n2cnnn2)CC1,20.0
50417663,FC1(F)CCN(C1)c1ncc2cc(-c3ccccc3)c(nc2n1)-c1ccc(CN2CCC(CC2)c2nnc([nH]2)-c2ccccn2)cc1,20.0
50418215,CN1CCN(CC1)c1ncc2cc(-c3ccccc3)c(nc2n1)-c1ccc(CN2CCC(CC2)c2nnc([nH]2)-c2ccc(N)nc2)cc1,20.0
50453757,CN(C)CC(NC(=O)c1cc(Br)c(s1)-c1ccnc2[nH]ccc12)c1ccccc1,20.0
50453759,NCCCC(NC(=O)c1cc(Br)c(s1)-c1ccnc2[nH]ccc12)c1ccccc1,20.0
50601521,N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(CC1)c1ncnc2ccccc12,20.0
50660159,Clc1ccc(cc1Cl)C(NC(=O)c1ccc2cnccc2c1)C1CCCNC1,20.0
50660203,N[C@H](CNc1nnc(s1)-c1ccc2NC(=O)Cc2c1)Cc1ccc(cc1)C(F)(F)F,20.0
50660224,Fc1cc2cc(ccc2cn1)C(=O)NC(C1CCNCC1)c1ccc(Cl)c(Cl)c1,20.0
51056847,O=C1\C(CNC\C1=C/c1ccccn1)=C\c1ccccn1,20.0
29951,Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2ccc(OC(F)(F)F)cc2)c1,20.3
29926,Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2cc(Cl)cc(Cl)c2)c1,20.7
29904,Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2ccc(F)cc2F)c1,21.0
603226,COc1cc(-c2ccncc2)c2nc(c(-c3ccccc3)n2n1)-c1ccc(cc1)C1(N)CCC1,21.0
290778,NC(=O)c1ccc(cc1)-c1ccc2c(c1)nn1cc(-c3ccccc3)c(nc21)-c1ccc(cc1)C1(N)CCC1,21.0
329855,COc1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CCC1)-c1ccnc(c1)C(F)(F)F,21.0
329858,Nc1ncnc(N2CCC(CC2)c2nc(cn2CCN2CCC2)-c2ccnc(c2)C(F)(F)F)c1OCC(F)(F)F,21.0
329980,Nc1ncnc(N2CCC(CC2)c2nc(cn2CCN2CCCC2)-c2cccc(F)c2)c1C=C,21.0
326908,FCC1CN(CCO1)c1cc(=O)[nH]c(CC(=O)N2CCc3c2cccc3F)n1,21.0
329902,CNCCn1cc(nc1C1CCN(CC1)c1ncnc(N)c1-c1cn[nH]c1)-c1ccc(F)c(C)c1,21.0
330049,Nc1ncnc(N2CCC(CC2)c2nc(cn2CCN2CCCC2)-c2cccc(F)c2)c1C#N,21.0
50630689,CCOCCN(C[C@@H](O)CN1CCCC2(CCN(C2)c2ncnc3n[nH]c(C)c23)C1)S(=O)(=O)c1c(C)cccc1C,21.0
50859596,C(N1CCC(CC1)c1nnc([nH]1)-c1ccccn1)c1ccc(cc1)-c1nc2cnccc2cc1-c1ccccc1,21.0
603101,COC(=O)c1cc(OC)c2nc(c(-c3ccccc3)n2n1)-c1ccc(cc1)C1(N)CCC1,21.0
50857657,Nc1ncnc2nc(-c3ccc(CN4CCC(CC4)c4cc(n[nH]4)-c4ccncc4)cc3)c(cc12)-c1ccccc1,21.0
50857664,Nc1nn(CCc2cnc[nH]2)c2nc(-c3ccc(CN4CCC(CC4)n4c5ccccc5[nH]c4=O)cc3)c(cc12)-c1ccccc1,21.0
603212,CNC(=O)c1ccc2nc(c(-c3ccccc3)n2n1)-c1ccc(cc1)C1(N)CCC1,21.0
273515,CC1(C)CN(C(=O)Cc2nc(cc(=O)[nH]2)N2CCOCC2)c2ccccc12,21.0
875735,Fc1cc(NC(=C)C=C)ccc1C(=O)NC1CCN(Cc2ccc(cc2)-c2nc3cc[nH]c(=O)c3cc2-c2ccccc2)CC1,21.3
450814,CC(N)c1ccc(Oc2ccc3COB(O)c3c2C)c(F)c1,21.5
30664,N[C@H](COc1cncc(c1)-c1ccc2cnc(C=C)cc2c1)Cc1c[nH]c2ccccc12,22.0
51504425,CC(C)NC[C@@H](C(=O)N1CCN([C@H]2C[C@@H]12)c1ncnc2NC(=O)CN(C)c12)c1ccc(Cl)cc1,22.0
282772,Cc1nc2nc(-c3ccc(CN4CCC(CC4)c4n[nH]c(n4)-c4cc(Cl)ccn4)cc3)c(cn2n1)-c1ccc(F)cc1F,22.0
326863,Fc1cccc2N(CCc12)C(=O)Cc1nc(N2CCOCC2)c(F)c(=O)[nH]1,22.0
292915,Oc1c(Br)cccc1NC(=O)Cc1nc(cc(=O)[nH]1)N1CCOCC1,22.0
282761,CC(C)Nc1nc2nc(-c3ccc(CN4CC(C4)c4n[nH]c(n4)-c4ccccn4)cc3)c(cn2n1)-c1ccccc1,22.0
326935,CC1Cc2c(cccc2O)N1C(=O)Cc1nc(cc(=O)[nH]1)N1CCOCC1,22.0
327013,C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(cc(=S)[nH]1)N1CCOCC1,22.0
381888,COc1nc(Br)cn2c(c(nc12)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,22.0
50612064,N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(CC1)c1ncnc2CSCc12,22.0
50612073,C[C@@H]1SCc2ncnc(N3CCN(CC3)C(=O)[C@H](N)Cc3c[nH]c4ccccc34)c12,22.0
51061495,COc1ncc(cn1)-c1cc2c(C)nc(N)nc2n([C@H]2CC[C@@H](CC2)OCO)c1=O,22.0
51061501,COc1ccc(cn1)-c1cc2c(C)nc(N)nc2n([C@@H]2CC[C@@H](CC2)OCO)c1=O,22.0
51296576,Cn1nccc1-c1ccc(cc1)C(=O)N[C@@H]1CNCC[C@H]1c1ccc(F)c(F)c1,22.0
51421697,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3cccc(F)c3)ncnc12,22.0
256464,NC1(CC(O)(C1)C1CC1)c1ccc(cc1)-c1nc2-c3c(F)cccc3OCn2c1-c1ccncc1,22.0
29918,Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2ccccc2Br)c1,23.0
51421701,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(F)cc3)ncnc12,23.0
21141,CN(C)c1ccc(O)c(c1)C(=O)c1ccc(cc1)C(=O)N[C@@H]1CCCNC[C@H]1NC(=O)c1ccncc1,23.0
27616,N[C@H](COc1cnc(Cl)c(\C=C\c2ccncc2)c1)Cc1c[nH]c2ccccc12,23.0
290781,COC(=O)c1ccc(cn1)-c1ccc2c(c1)nn1cc(-c3ccccc3)c(nc21)-c1ccc(cc1)C1(N)CCC1,23.0
292770,Fc1ccc(NC(=O)Cc2nc(cc(=O)[nH]2)N2CCOCC2)cc1F,23.0
292780,Brc1cccc(NC(=O)Cc2nc(cc(=O)[nH]2)N2CCOCC2)c1,23.0
292824,O=C(Cc1nc(cc(=O)[nH]1)N1CCOCC1)Nc1ccsc1,23.0
288086,COc1cc(OC)c2nc(c(-c3ccccc3)n2c1)-c1ccc(cc1)C1(N)CCC1,23.0
282722,Cc1nc2nc(-c3ccc(CN4CC(C4)c4nnc([nH]4)-c4ccccn4)cc3)c(cn2n1)-c1ccccc1,23.0
292885,O=C(Cc1nc(cc(=O)[nH]1)N1CCOCC1)Nc1ccccc1OCCN1CCCC1,23.0
330059,Nc1ncnc(N2CCC(CC2)c2nc(cn2CCN2CCC2)-c2ccnc(c2)C2CC2)c1C#N,23.0
329951,Nc1ncnc(N2CCC(CC2)c2nc(cn2CCN2CCCC2)-c2ccc(F)c(c2)C(F)(F)F)c1F,23.0
326989,Fc1ccccc1-c1cccc2N(CCc12)C(=O)Cc1nc(cc(=O)[nH]1)N1CCOCC1,23.0
330035,CCc1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN(C)C)-c1ccc(F)c(C)c1,23.0
448058,NC1(CCN(CC1)c1ncnc2[nH]ccc12)C(=O)NC(Cn1cccn1)c1ccc(Cl)cc1,23.0
448059,Cc1cc(CC(NC(=O)C2(N)CCN(CC2)c2ncnc3[nH]ccc23)c2ccc(Cl)cc2)on1,23.0
50970140,Nc1ncccc1-c1nc2cccnc2n1-c1ccc(CNC(=O)c2ccccc2)cc1,23.0
51061491,COc1ccc(cn1)-c1cc2c(C)nc(N)nc2n([C@@H]2CC[C@@H](CC2)OCC(N)=O)c1=O,23.0
44982,COc1ncc2cc(-c3ccccc3)c(nc2n1)-c1ccc(CN2CCC(CC2)c2nnc([nH]2)-c2ccccn2)cc1,23.6
44983,N#Cc1ncc2cc(-c3ccccc3)c(nc2n1)-c1ccc(CN2CCC(CC2)c2nnc([nH]2)-c2ccccn2)cc1,24.0
51420685,Cl.Cn1nccc1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)c(Cl)c1,24.0
1135390,C[C@H](NC(=O)C1(N)CCN(CC1)c1ncnc2[nH]nc(Br)c12)c1ccc(Cl)cc1,24.0
287947,COc1cc(cn2c(c(nc12)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1)C(N)=O,24.0
282800,CC(C)Nc1c(-c2ccccc2)c(nc2nc(nn12)-c1ccccn1)-c1ccc(CN2CC(C2)c2n[nH]c(n2)-c2ccccn2)cc1,24.0
288085,COc1cc(Cl)cn2c(c(nc12)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,24.0
326873,CC1Cc2c(cccc2F)N1C(=O)Cc1nc(N2CCOCC2)c(F)c(=O)[nH]1,24.0
292880,O=C(Cc1nc(cc(=O)[nH]1)N1CCOCC1)Nc1ccccc1OCCN1CCCCC1,24.0
326923,C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(cc(=O)[nH]1)N1CCOC(C)C1,24.0
330056,Cc1ccc(cc1C(F)(F)F)-c1cn(CCN2CCC2)c(n1)C1CCN(CC1)c1ncnc(N)c1C#N,24.0
326972,O=C(Cc1nc(cc(=O)[nH]1)N1CCOCC1)N1CCc2c1cccc2-c1ccccc1,24.0
327012,O=C(Cc1nc(cc(=O)n1C#N)N1CCOCC1)N1CCc2ccccc12,24.0
330022,CCc1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CCC1)-c1ccc(F)c(F)c1,24.0
50220487,C[C@@H]1C[C@@H](O)c2ncnc(N3CCN(CC3)C(=O)[C@H](CN)c3ccc(Cl)cc3)c12,24.0
50390557,CNC(=O)Nc1ccc(CNc2ncsc2C(=O)Nc2ccc3OC(F)(F)Oc3c2)cn1,24.0
50563539,N[C@H](CNc1nnc(s1)-c1ccc2[nH]ncc2c1)Cc1ccc(Cl)cc1,24.0
50970139,Nc1ncccc1-c1nc2ccc(nc2n1-c1ccc(CNC(=O)c2ccccc2)cc1)-c1ccccc1,24.0
51061492,Cc1nc(N)nc2n([C@H]3CC[C@@H](CC3)OCO)c(=O)c(cc12)-c1cnc2ccccc2c1,24.0
30613,CC1(C)C(=O)Nc2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1,24.6
51504400,CC(C)NC[C@@H](C(=O)N1CCN(CC1)c1ncnc2NC(=O)[C@@H](C)Cc12)c1ccc(Cl)cc1,25.0
792577,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(F)c(c3)C(F)(F)F)nnnc12,25.0
792579,CN(C)C[C@@H](Nc1nnnc2c(cccc12)C(N)=O)c1ccc(Cl)c(c1)C(F)(F)F,25.0
792581,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(Cl)c(c3)C(F)(F)F)nnnc12,25.0
792583,CN(C)C[C@@H](Nc1nnnc2c(cccc12)C(N)=O)c1ccc(Cl)c(Cl)c1,25.0
792585,NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(Cl)c(Cl)c3)nnnc12,25.0
792595,NC(=O)c1cccc2c(NC3CNCCC3c3cccc(c3)C(F)(F)F)nnnc12,25.0
792603,NC(=O)c1ccnc2c(NC3CNCCC3c3ccc(cc3)C(F)(F)F)ncnc12,25.0
792607,NC(=O)c1ccnc2c(N[C@H](CN3CCC3)c3ccc(cc3)C(F)(F)F)ncnc12,25.0
792633,CNC[C@@H](Nc1ncnc2c(nccc12)C(N)=O)c1ccc(cc1)C(C)C,25.0
792635,NC(=O)c1ccnc2c(N[C@H](CN3CCC3)c3ccc(Cl)c(c3)C(F)(F)F)ncnc12,25.0
792637,CNC[C@@H](Nc1ncnc2c(nccc12)C(N)=O)c1ccc(Cl)c(c1)C(F)(F)F,25.0
792639,CNC[C@@H](Nc1ncnc2c(nccc12)C(N)=O)c1ccc(c(c1)C(F)(F)F)C(F)(F)F,25.0
792643,CNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1ccc(Cl)cc1,25.0
792645,Cc1cc(ccc1Cl)[C@@H](CN1CCC1)Nc1ncnc2c(ccnc12)C(N)=O,25.0
792647,NC(=O)c1ccnc2c(N[C@H](CN3CCC3)c3ccc(C#N)c(Cl)c3)ncnc12,25.0
792649,NC(=O)c1ccnc2c(N[C@H](CN3CCC3)c3ccc(F)c(c3)C(F)F)ncnc12,25.0
792653,CN(C)C[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1ccc(F)c(c1)C(F)(F)F,25.0
792665,CCNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1ccc(F)c(c1)C(F)(F)F,25.0
792669,CCNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1cc(F)c(F)cc1F,25.0
792675,CCNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1ccc(F)c(Cl)c1,25.0
792677,NC(=O)c1ccnc2c(N[C@H](CN3CCC3)c3ccc(F)c(c3)C(F)(F)F)ncnc12,25.0
792679,NC(=O)c1ccnc2c(N[C@H](CN3CCC3)c3ccc(c(c3)C(F)(F)F)C(F)(F)F)ncnc12,25.0
792681,CNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1cccc(Cl)c1,25.0
792683,CNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1cccc(Br)c1,25.0
792685,CNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1cccc(F)c1,25.0
792701,CNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1ccc(OC(F)(F)F)c(Cl)c1,25.0
792703,CNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1ccc(Cl)c(Cl)c1,25.0
730640,CNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1ccc(c(F)c1)C(F)(F)F,25.0
730644,CNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1ccc(F)c(Br)c1,25.0
730674,CNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1ccc(c(c1)C(F)(F)F)C(F)(F)F,25.0
730676,CNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1ccc(Cl)c(C)c1,25.0
730686,CNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1ccc(F)c(c1)C(F)(F)F,25.0
730690,CNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1ccc(F)c(c1)C(F)F,25.0
730702,CNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1ccc(F)c(Cl)c1,25.0
730706,CCNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1ccc(c(c1)C(F)(F)F)C(F)(F)F,25.0
730722,CNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1ccc(F)c(C)c1,25.0
730732,CNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1ccc(Cl)c(c1)C(F)(F)F,25.0
730740,CNC[C@@H](Nc1ncnc2c(ccnc12)C(N)=O)c1ccc(C)c(c1)C(F)(F)F,25.0
603190,CCOc1cc(nn2c(c(nc12)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1)C(=O)OC,25.0
50601829,Cc1ccc(cn1)-c1nc2c(C)nc(N)nc2n(C2CCOCC2)c1=O,25.0
50563536,N[C@H](CNc1nnc(s1)-c1ccc2[nH]ncc2c1)Cc1cccc(c1)C(F)(F)F,25.0
50453742,NCC(NC(=O)c1cc(cs1)-c1c[nH]c2ncccc12)c1ccccc1,25.0
50453746,NCC(C(=O)Nc1cc(Br)c(s1)-c1ccnc2[nH]ccc12)c1ccccc1,25.0
50418218,CN1CCN(CC1)c1ncc2cc(-c3ccccc3)c(nc2n1)-c1ccc(CN2CCC(CC2)c2nc(n[nH]2)-c2ncccn2)cc1,25.0
50417651,O[C@@H]1CN(CCN1)c1ncc2cc(-c3ccccc3)c(nc2n1)-c1ccc(CN2CCC(CC2)c2nnc([nH]2)-c2ccccn2)cc1,25.0
329986,CCc1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CC[C@@H](F)C1)-c1ccc(c(F)c1)C(F)(F)F,25.0
282782,Fc1ccc(cc1)-c1cn2c(Cl)cnc2nc1-c1ccc(CN2CCC(CC2)c2n[nH]c(n2)-c2ccccn2)cc1,25.0
282798,CC(C)Nc1c(-c2ccccc2)c(nc2nccn12)-c1ccc(CN2CC(C2)c2n[nH]c(n2)-c2ccccn2)cc1,25.0
288023,Cc1cc(Cl)cn2c(c(nc12)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,25.0
282735,Nc1ncnc2n(ncc12)C1CCN(Cc2ccc(cc2)-c2nc3ccnn3cc2-c2ccccc2)CC1,25.0
290775,CS(=O)(=O)c1cccc(c1)-c1ccc2c(c1)nn1cc(-c3ccccc3)c(nc21)-c1ccc(cc1)C1(N)CCC1,25.0
256466,CC1(O)CC(N)(C1)c1ccc(cc1)-c1nc2-c3c(F)cccc3OCn2c1-c1ccncc1,25.0
51420672,Cl.Cn1nccc1-c1cc(F)c(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)c(F)c1,26.0
51504410,CC(C)NC[C@@H](C(=O)N1CCN([C@H](C)C1)c1ncnc2NC(=O)C[C@@H](C)c12)c1ccc(Cl)cc1,26.0
603180,Cc1c(C)c2nc(c(-c3ccccc3)n2nc1C(N)=O)-c1ccc(cc1)C1(N)CCC1,26.0
51061494,Cc1nc(N)nc2n([C@H]3CC[C@@H](CC3)OCO)c(=O)c(cc12)-c1cn[nH]c1,26.0
50629809,CCOCCN(C[C@@H](O)CN1CCCC2(CCc3cc(ccc3O2)C(N)=O)C1)S(=O)(=O)c1c(C)cccc1C,26.0
330103,COCCN(C)CCn1cc(nc1C1CCN(CC1)c1ncnc(N)c1C#N)-c1ccc(F)c(c1)C(F)(F)F,26.0
326971,O=C(Cc1nc(cc(=O)[nH]1)N1CCOCC1)N1CC2(CC2)c2ccccc12,26.0
326981,CN1CCC2(CN(C(=O)Cc3nc(cc(=O)[nH]3)N3CCOCC3)c3ccccc23)CC1,26.0
292859,Cn1c(CC(=O)Nc2ccc(F)c(c2)C2CC2)nc(cc1=O)N1CCOCC1,26.0
292887,Cc1cccc2N(CCc12)C(=O)Cc1nc(cc(=O)n1C)N1CCOCC1,26.0
292909,CN(C)C[C@H]1CN(C(=O)Cc2nc(cc(=O)[nH]2)N2CCOCC2)c2ccccc12,26.0
282807,CSc1nc2nc(-c3ccc(CN4CCC(CC4)c4n[nH]c(n4)-c4cnccn4)cc3)c(cn2n1)-c1ccccc1,26.0
288059,NC1(CCC1)c1ccc(cc1)-c1nc2cc(ccn2c1-c1ccccc1)-c1nn[nH]n1,26.0
282750,Fc1ccc(cc1)-c1cn2ccnc2nc1-c1ccc(CN2CC(C2)c2n[nH]c(n2)-c2ccccn2)cc1,26.0
256485,Cc1ccc2-c3nc(c(-c4ccccc4)n3COc2c1)-c1ccc(cc1)C1(N)CC(O)(C1)C1CC1,26.0
27591,N[C@@H](COc1cncc(c1)-c1ccc2cnccc2c1)Cc1c[nH]c2ccccc12,26.0
50445396,ClCc1nnc2c3cc(-c4ccccc4)c(nc3ccn12)-c1ccc(CN2CCC(CC2)c2nnc([nH]2)-c2ccccn2)cc1,26.7
51296613,Cn1ncc(Cl)c1-c1ccc(cc1)C(=O)N[C@@H]1CNCC[C@H]1c1ccc(F)c(F)c1,27.0
51116618,Brc1ccc(cc1)C1(CCNCC1)C(=O)N1CCN(CC1)c1ncnc2[nH]ccc12,27.0
51116610,Clc1ccc(cc1)C1(CCNCC1)C(=O)N1CCN(CC1)c1ncnc2[nH]ccc12,27.0
50970137,Nc1ncccc1-c1nc2cc(Br)cnc2n1-c1ccc(CNC(=O)c2ccccc2)cc1,27.0
50564075,N[C@H](CNc1ncc(s1)-c1ccc2[nH]c(=O)sc2c1)Cc1ccc(cc1)C(F)(F)F,27.0
50445381,O=c1[nH]nc2c3cc(-c4ccccc4)c(nc3ccn12)-c1ccc(CN2CCC(CC2)c2nnc([nH]2)-c2ccccn2)cc1,27.0
