BindingDB Reactant_set_id,Ligand SMILES,IC50 (nM)
50530259,CCc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1,1.15
1135361,C[C@H](NC(=O)C1(CN)CCN(CC1)c1ncnc2[nH]ccc12)c1ccc(Cl)cc1,1.2
337123,C[C@H](n1cnnc1-c1nc(NC(=O)c2cc(c(cn2)N2CCN(CC(F)(F)F)CC2)-n2cnc(c2)C2CC2)cs1)C(F)(F)F,1.2
50530266,N[C@H](COc1cncc(c1)-c1ccc2[nH]nc(-c3ccc[nH]3)c2c1)Cc1c[nH]c2ccccc12,1.2
29941,Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2cccc(c2)C(F)(F)F)c1,1.2
29946,Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2cc(ccc2F)C(F)(F)F)c1,1.2
30627,N[C@H](COc1cncc(c1)-c1ccc2NC(=O)\C(=C/c3cc[nH]c3)c2c1)Cc1c[nH]c2ccccc12,1.2
903496,NCC1(CCN(CC1)c1ncnc2[nH]ccc12)C(=O)N[C@@H](CCO)c1ccc(Cl)cc1,1.3
51222796,Cl.Cn1ncc(Cl)c1-c1csc(c1)C(=O)N[C@@H]1CNCC[C@H]1c1cccc(F)c1,1.3
51504428,COC1CCC(CC1)NC[C@@H](C(=O)N1CCN([C@H]2C[C@@H]12)c1ncnc2NC(=O)C[C@@H](C)c12)c1ccc(Cl)cc1,1.3
50530263,N[C@H](COc1cncc(c1)-c1ccc2[nH]nc(-c3cccs3)c2c1)Cc1c[nH]c2ccccc12,1.3
29928,Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2ccc(Br)c(F)c2)c1,1.3
27590,N[C@H](COc1cncc(c1)-c1ccc2cnccc2c1)Cc1c[nH]c2ccccc12,1.3
256508,CC1(O)CC(N)(C1)c1ccc(cc1)-c1nc2-c3cc(ccc3OCn2c1-c1ccccc1)-c1cn[nH]c1,1.3
256521,CC1(O)CC(N)(C1)c1ccc(cc1)-c1nc2-c3ccc(cc3OCn2c1-c1ccccc1)C(N)=O,1.3
329945,Nc1ncnc(N2CCC(CC2)c2nc(cn2CCN2CCC2)-c2cnc(F)c(Cl)c2)c1C#N,1.3
50585630,CCc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4)C3)c12,1.4
51296607,CNC(=O)C[C@@H]1C[C@H]([C@@H](CN1)NC(=O)c1cc(c(Cl)o1)-c1c(Cl)cnn1C)c1ccc(F)c(F)c1,1.4
51296552,Cn1ncc(Cl)c1-c1cc(oc1Cl)C(=O)N[C@@H]1CN[C@H](CC(=O)NCCO)C[C@H]1c1ccc(Cl)c(Cl)c1,1.4
330130,CC(C)CNCCn1cc(nc1C1CCN(CC1)c1ncnc(N)c1C#N)-c1ccc(F)c(C)c1,1.4
337114,C[C@H](n1cnnc1-c1nc(NC(=O)c2cc(c(cn2)N2CC(C)(C2)C#N)-n2cnc(c2)C2CC2)cs1)C(F)(F)F,1.4
290694,CS(=O)(=O)c1ccc(cc1)-c1cnc2cc(-c3ccccc3)c(nn12)-c1ccc(cc1)C1(N)CCC1,110.0
327003,O=C(Cc1nc(cc(=O)[nH]1)N1CCOCC1)N1CCc2c1cccc2N1CCOCC1,111.0
290776,COC(=O)c1ccc2c(c1)nn1cc(-c3ccccc3)c(nc21)-c1ccc(cc1)C1(N)CCC1,111.0
282730,Cc1nc2nc(-c3ccc(CN4CCC(CC4)c4nc5ccc(F)cc5[nH]4)cc3)c(cn2n1)-c1ccccc1,112.0
288013,NC1(CCC1)c1ccc(cc1)-c1nc2cc(Cl)ccn2c1-c1ccccc1,113.0
45025,Nc1nnc(s1)-c1cnc(-c2ccc(CNCCC(=O)c3ccccc3N)cc2)c(c1)-c1ccccc1,114.0
50601463,N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(CC1)c1ncnc2cc[nH]c12,114.0
292856,COc1cc(NC(=O)Cc2nc(cc(=O)n2C)N2CCOCC2)ccc1F,115.0
50984405,CCOC(=O)c1c(C)nc(NNC(=O)c2cccc3c2[nH]c2ccccc2c3=O)nc1-c1ccc(OC)c(OC)c1,115.0
50418193,Nc1ccc(cn1)-c1nnc([nH]1)C1CCN(Cc2ccc(cc2)-c2nc3nc(ccc3nc2-c2ccccc2)N2CCN(CCO)CC2)CC1,115.0
51061486,Cc1nc(N)nc2n([C@@H]3CC[C@@H](CC3)OCC(N)=O)c(=O)c(cc12)-c1cnc2ccccc2c1,116.0
292787,Fc1ccc(NC(=O)Cc2nc(cc(=O)[nH]2)N2CCOCC2)cc1Cl,116.0
50937597,NC1(CCC1)c1ccc(cc1)-c1ncc2cnccc2c1-c1ccccc1,117.0
326905,FCC1CN(CCO1)c1cc(=O)[nH]c(CC(=O)Nc2ccc(F)cc2)n1,118.0
50601523,N[C@H](Cc1ccc(F)cc1)C(=O)N1CCN(CC1)c1ncnc2ccccc12,118.0
50657647,CC(=O)Nc1cn2cc(ccc2n1)-c1cnc(Cl)c(NS(=O)(=O)c2ccc(F)cc2)c1,118.0
290783,Cc1ccc(cc1)-c1ccc2nn3cc(-c4ccccc4)c(nc3c2c1)-c1ccc(cc1)C1(N)CCC1,120.0
220849,Cn1ccc(n1)S(=O)(=O)NCc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,120.0
220855,O=C(NCCc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12)Nc1ccccc1,120.0
220862,Fc1ccc(cc1)S(=O)(=O)NCc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,120.0
220793,Cc1cc(no1)C(=O)Nc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,120.0
326871,C[C@@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)c(F)c(=O)n1C,120.0
50859618,C(N1CCC(CC1)c1cc(n[nH]1)-c1ccncc1)c1ccc(cc1)-c1nc2ncccc2cc1-c1ccccc1,120.0
330069,NC(=O)c1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CCCC1)-c1ccc(F)c(F)c1,120.0
329910,CNCCn1cc(nc1C1CCN(CC1)c1ncnc(N)c1C1CON=C1)-c1ccnc(c1)C(F)(F)F,120.0
50660215,Clc1cccc(C(NC(=O)c2ccc3cnccc3c2)C2CCNCC2)c1Cl,120.0
603083,NC1(CCC1)c1ccc(cc1)-c1nc2ccc(nn2c1-c1ccccc1)C(F)(F)F,120.0
603117,NC1(CCC1)c1ccc(cc1)-c1nc2c(cc(C=C)nn2c1-c1ccccc1)-c1cc[nH]n1,120.0
292845,CC(C)(C)OC(=O)n1ccc2c(NC(=O)Cc3nc(cc(=O)[nH]3)N3CCOCC3)cccc12,120.0
27646,N[C@H](COc1cncc(\C=C\c2ccnc(N)c2)c1)Cc1c[nH]c2ccccc12,121.0
51423916,Cl.NC1(CCN(CC1)c1ncnc2[nH]ccc12)C(=O)N[C@@H](C(=O)NO)c1ccccc1,121.0
50857666,Cn1nc(N)c2cc(-c3ccccc3)c(nc12)-c1ccc(CN2CCC(CC2)n2c3ccccc3[nH]c2=O)cc1,121.0
30667,N[C@H](COc1cncc(c1)-c1ccc2cnc(cc2c1)-c1ccncc1)Cc1c[nH]c2ccccc12,122.0
53737,O=C1C[C@H]2O[C@@H](c3ccsc3)C3=C([C@H]2O1)C(=O)c1ccccc1C3=O,122.0
45018,Nc1nnc(s1)-c1cnc(-c2ccc(CN3CCC(CC3)c3cc(n[nH]3)-c3ccncc3)cc2)c(c1)-c1ccccc1,123.0
292907,Clc1ccc2N(CCc2c1)C(=O)Cc1nc(cc(=O)[nH]1)N1CCOCC1,124.0
292897,Cn1c(CC(=O)N2CCc3ccc(F)cc23)nc(cc1=O)N1CCOCC1,124.0
45023,Nc1nnc(s1)-c1cnc(-c2ccc(CN3CCC(CC3)n3ncc4c(N)ncnc34)cc2)c(c1)-c1ccccc1,126.0
45189,CCn1c(nc2cncc(C(=O)NCCNC)c12)-c1nonc1N,126.0
29953,Cc1n[nH]c2ccc(cc12)-c1cncc(OC[C@@H](N)Cc2cccc(c2)-c2ccccc2)c1,126.0
50418211,OCCN1CCN(CC1)c1ncc2cc(-c3ccccc3)c(nc2n1)-c1ccc(CN2CCC(CC2)c2nnc([nH]2)-c2ccc(=O)[nH]c2)cc1,127.0
51296590,O[C@H]([C@@H](O)C(O)=O)C(O)=O.Cn1ncc(Cl)c1-c1cc(oc1Cl)C(=O)N[C@H]1CNCC[C@@H]1c1ccc(cc1)C(F)(F)F,127.0
50612082,CC(C)NC[C@@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(CC1)c1ncnc2CS[C@@H](C)c12,127.0
326906,Cn1c(CC(=O)Nc2ccc(F)c(Cl)c2)nc(cc1=O)N1CCOC(CF)C1,127.0
50648560,CCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)CN(CCCN)C(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)N[C@@H](CCC(C)C)C(=O)N(CCCCN)CC(N)=O,128.0
290695,NC1(CCC1)c1ccc(cc1)-c1nn2c(cnc2cc1-c1ccccc1)-c1ccc(cc1)C#N,129.0
50857660,Nc1ncnc2n(cnc12)C1CCN(Cc2ccc(cc2)-c2nc3ncnc(N)c3cc2-c2ccccc2)CC1,129.0
288053,NC1(CCC1)c1ccc(cc1)-c1nc2cc(ccn2c1-c1ccccc1)-c1cccnc1,129.0
292851,Cn1c(CC(=O)Nc2ccc(F)c(F)c2)nc(cc1=O)N1CCOCC1,129.0
290784,COC(=O)c1cccc(c1)-c1ccc2nn3cc(-c4ccccc4)c(nc3c2c1)-c1ccc(cc1)C1(N)CCC1,130.0
603099,COc1ccnn2c(c(nc12)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,130.0
220956,NC1(CCC1)c1ccc(cc1)-c1nnc2-c3cc(Br)ccc3Nc3ncccc3-n12,130.0
220868,COc1cccc(NC(=O)NCc2ccc(cc2)-c2nnc3-c4ccccc4Nc4ncccc4-n23)c1,130.0
220795,O=C(Nc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12)c1ccco1,130.0
329803,Nc1ncnc(N2CCC(CC2)c2nc(cn2CCN2CCCCC2)-c2ccc(F)c(c2)C(F)(F)F)c1-c1ccccc1F,130.0
328345,NC(=O)c1ccc(NC2CNCCC2c2ccc(Cl)c(F)c2)c2cncnc12,130.0
330097,Nc1ncnc(N2CCC(CC2)c2nc(cn2CCO)-c2ccc(F)c(c2)C(F)(F)F)c1C#N,130.0
329937,CCc1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CC2(COC2)C1)-c1ccc(F)cc1,130.0
50648544,CCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)CN(CCCN)C(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)N[C@@H](CCC(C)C)C(=O)N(CCCN)CC(N)=O,130.0
50648548,CCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)CN(CCCCN)C(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)N[C@@H](CCC(C)C)C(=O)N(CCCCN)CC(N)=O,130.0
603216,NC1(CCC1)c1ccc(cc1)-c1nc2ccc(nn2c1-c1ccccc1)C(=O)NCCO,130.0
287968,CCOc1cccn2c(c(nc12)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,130.0
292842,Fc1ccc(NC(=O)Cc2nc(cc(=O)[nH]2)N2CCOCC2)c(Br)c1,131.0
50857665,Nc1nn(CCO)c2nc(-c3ccc(CN4CCC(CC4)n4c5ccccc5[nH]c4=O)cc3)c(cc12)-c1ccccc1,131.0
327011,Nn1c(CC(=O)N2CCc3ccccc23)nc(cc1=O)N1CCOCC1,131.0
288067,NC1(CCC1)c1ccc(cc1)-c1nc2cc(ccn2c1-c1ccccc1)C(=O)NO,132.0
292806,O=C(Cc1nc(cc(=O)[nH]1)N1CCOCC1)N1CCc2ccccc12,133.0
292855,Cn1c(CC(=O)Nc2cccc(c2)C2CC2)nc(cc1=O)N1CCOCC1,133.0
44967,CSc1ncc2cc(-c3ccccc3)c(nc2n1)-c1ccc(CNCCCn2ccnc2)cc1,137.0
51420678,Cl.Cn1ncc(Br)c1-c1cc(F)c(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)c(Cl)c1,137.0
292810,Ic1cccc(NC(=O)Cc2nc(cc(=O)[nH]2)N2CCOCC2)c1,137.0
50859603,CCN(CC)CCNC(=O)c1ccc2nc(-c3ccccc3)c(nc2c1)-c1ccc(CN2CCC(CC2)n2c3ccccc3[nH]c2=O)cc1,138.0
50856896,CCc1nc2cnc3ccc(cc3c2n1-c1ccc(CC#N)cc1)C#Cc1cccnc1,138.0
44964,CSc1ncc2cc(-c3ccccc3)c(nc2n1)-c1ccc(CNCCc2nnc[nH]2)cc1,139.0
288088,COc1cc(cn2c(c(nc12)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1)-c1cnc[nH]1,139.0
50856895,CC(C#N)c1ccc(cc1)-n1cnc2cnc3ccc(cc3c12)C#Cc1cccnc1,139.0
290768,NC1(CCC1)c1ccc(cc1)-c1nc2c3ccc(cc3nn2cc1-c1ccccc1)-c1cccc(c1)C#N,140.0
50660225,Clc1cc2cc(ccc2cn1)C(=O)NC(C1CCNCC1)c1ccc(Cl)c(Cl)c1,140.0
220846,O=S(=O)(NCc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12)c1ccccc1,140.0
220859,COc1cccc(c1)S(=O)(=O)NCc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,140.0
220865,CC(=O)Nc1ccc(cc1)S(=O)(=O)NCc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,140.0
220783,O=C(Nc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12)c1ccc(cc1)[N+]#[C-],140.0
329797,Nc1ncnc(N2CCC(CC2)c2nc(cn2CCN2CCCC2)-c2ccc(F)c(c2)C(F)(F)F)c1-c1ccc(F)cc1,140.0
287994,NC1(CCC1)c1ccc(cc1)-c1nc2c(cccn2c1-c1ccccc1)C1CC1,140.0
326968,CC(F)(C(=O)N1CCc2c1cccc2F)c1nc(cc(=O)[nH]1)N1CCOCC1,140.0
330093,Nc1ncnc(N2CCC(CC2)c2nc(cn2CCN2CCC2)-c2ccccc2F)c1C#N,140.0
330068,NC(=O)c1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CCC1)-c1ccc(F)c(F)c1,140.0
326897,C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(N2CCOCC2)c(Cl)c(=O)[nH]1,140.0
50660217,Clc1cc(cnc1Cl)C(NC(=O)c1ccc2cnccc2c1)C1CCNCC1,140.0
220959,NC1(CC1)c1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,140.0
50564101,N[C@H](CNc1ncc(s1)-c1ccc2nnccc2c1)Cc1ccc(cc1)C(F)(F)F,141.0
288120,NC1(CCC1)c1ccc(cc1)-c1nc2c(Cl)cc(cn2c1-c1ccccc1)C#N,141.0
27613,N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc1csc2ccccc12,142.0
50601529,N[C@H](Cc1ccc(Cl)cc1Cl)C(=O)N1CCN(CC1)c1ncnc2ccccc12,142.0
287991,NC1(CCC1)c1ccc(cc1)-c1nc2c(F)cccn2c1-c1ccccc1,142.0
287951,COc1ccn2c(c(nc2n1)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,142.0
51420677,Cl.Cn1ncc(Cl)c1-c1cc(F)c(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)c(Cl)c1,143.0
287960,CNC(=O)c1ccc2nc(c(-c3ccccc3)n2c1)-c1ccc(cc1)C1(N)CCC1,144.0
30663,CCc1cc2cc(ccc2cn1)-c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1,144.0
292822,CN(C)c1cccc(NC(=O)Cc2nc(cc(=O)[nH]2)N2CCOCC2)c1,145.0
287957,NC1(CCC1)c1ccc(cc1)-c1nc2cc(ccn2c1-c1ccccc1)C#N,145.0
27612,N[C@H](COc1cncc(\C=C\c2ccncc2)c1)Cc1ccc2ccccc2c1,146.0
51504393,CC(C)NC[C@@H](C(=O)N1CCN(CC1)c1ncnc2NCC(=O)N(C)c12)c1ccc(Cl)cc1,146.0
292834,O=C(Cc1nc(cc(=O)[nH]1)N1CCOCC1)Nc1cccc(OC2CCCC2)c1,146.0
290707,NC1(CCC1)c1ccc(cc1)-c1nn2c(cnc2cc1-c1ccccc1)-c1ccc(O)nc1,146.0
27650,N[C@H](COc1cncc(\C=C\c2ccnc(NCc3ccccc3)c2)c1)Cc1c[nH]c2ccccc12,147.0
875704,CN(Cc1ccc(NC(=O)C=C)cc1)C1CCN(Cc2ccc(cc2)-c2nc3cc[nH]c(=O)c3cc2-c2ccccc2)CC1,147.0
30607,N[C@H](COc1cncc(c1)-c1ccc2[nH]c(=O)[nH]c2c1)Cc1c[nH]c2ccccc12,147.0
292833,O=C(Cc1nc(cc(=O)[nH]1)N1CCOCC1)Nc1cccc2ocnc12,148.0
51061488,Cc1nc(N)nc2n([C@@H]3CC[C@@H](CC3)OCC(N)=O)c(=O)c(cc12)-c1cn[nH]c1,148.0
288087,CCc1cc(OC)c2nc(c(-c3ccccc3)n2c1)-c1ccc(cc1)C1(N)CCC1,148.0
53727,C[C@H]1OC(C[C@H]([C@@H]1O)N(C)C)c1ccc2C(=O)C3=C([C@@H](C)O[C@@H]4CC(=O)O[C@H]34)C(=O)c2c1O,149.0
51087048,C[C@H]1O[C@H](C[C@H]([C@@H]1O)N(C)C)c1ccc2C(=O)C3=C([C@@H](C)O[C@@H]4CC(=O)O[C@H]34)C(=O)c2c1O,149.0
51047247,CC(NC(=O)C1(N)CCN(CC1)c1ncnc2[nH]ccc12)c1ccccc1,149.0
51296555,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)n(C)c1Cl,149.0
220948,Clc1ccc2nc(CCNCc3ccc(cc3)-c3nnc4-c5ccccc5Nc5ncccc5-n34)[nH]c2c1,150.0
220861,Clc1cccc(c1)S(=O)(=O)NCc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,150.0
220782,Fc1ccc(cc1F)C(=O)Nc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,150.0
53738,C[C@H]1O[C@@H]2CC(=O)O[C@@H]2C2=C1C(=O)c1ccccc1C2=O,150.0
329780,Cn1cc(nc1C1CCN(CC1)c1ncnc(N)c1-c1cccc(c1)C#N)-c1ccc(F)c(c1)C(F)(F)F,150.0
288027,NC1(CCC1)c1ccc(cc1)-c1nc2cc(Cl)c(Cl)cn2c1-c1ccccc1,150.0
329901,Cc1cc(ccc1F)-c1cn(CCNC2CC2)c(n1)C1CCN(CC1)c1ncnc(N)c1-c1cn[nH]c1,150.0
50648545,CCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)CN(CCCCN)C(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)N[C@@H](CCC(C)C)C(=O)N(CCCN)CC(N)=O,150.0
50601524,COc1ccc(C[C@@H](N)C(=O)N2CCN(CC2)c2ncnc3ccccc23)cc1,150.0
288034,Cc1cc(-c2cccnc2)c2nc(c(-c3ccccc3)n2c1)-c1ccc(cc1)C1(N)CCC1,150.0
288049,NC1(CCC1)c1ccc(cc1)-c1nc2ccccn2c1-c1ccccc1,151.0
44946,Cc1nnc([nH]1)-c1ccccc1Nc1ncnc2[nH]ccc12,151.0
30628,N[C@H](COc1cncc(c1)-c1ccc2NC(=O)\C(=C/c3c[nH]c4ccccc34)c2c1)Cc1c[nH]c2ccccc12,153.0
50530196,N[C@H](COc1cncc(c1)-c1ccc2NC(=O)C(c3c[nH]c4ccccc34)c2c1)Cc1c[nH]c2ccccc12,153.0
288055,NC1(CCC1)c1ccc(cc1)-c1nc2cc(ccn2c1-c1ccccc1)-c1cc[nH]n1,153.0
326991,O=C(Cc1nc(cc(=O)[nH]1)N1CCOCC1)N1CC2(CCOCC2)c2ccccc12,155.0
326925,C[C@H]1Cc2ccccc2N1C(=O)Cc1nc(cc(=O)[nH]1)N1CCOC(CO)C1,156.0
282725,C(N1CCC(CC1)c1nc2ccncc2[nH]1)c1ccc(cc1)-c1nc2nccn2cc1-c1ccccc1,157.0
326865,Cn1c(CC(=O)N2CCc3c2cccc3F)nc(N2CCOCC2)c(F)c1=O,158.0
50453754,NCCNC(=O)c1cc(Br)c(s1)-c1ccnc2[nH]ccc12,158.0
288109,COC(=O)COc1ccn2c(c(nc2c1)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,158.0
21156,COc1ccc(O)c(C(=O)c2ccc(\C=C\[C@@H]3CCCNC[C@H]3NC(=O)c3ccncc3)cc2)c1F,160.0
603109,CCc1cc(CC)c2nc(c(-c3ccccc3)n2n1)-c1ccc(cc1)C1(N)CCC1,160.0
290799,NC1(CCC1)c1ccc(cc1)-c1nc2c3cccc(-c4cn[nH]c4)c3nn2cc1-c1ccccc1,160.0
220772,COc1cccc(c1)C(=O)Nc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,160.0
220776,COc1ccc(cc1)C(=O)Nc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,160.0
220800,O=C(Nc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12)c1cnc2ccccc2n1,160.0
329772,Cn1cc(nc1C1CCN(CC1)c1ncnc(N)c1C=O)-c1ccc(F)c(c1)C(F)(F)F,160.0
329847,CCc1c(N)ncnc1N1CCC(CC1)c1nc(cn1CCN1CCC1)-c1ccc(OC)c(c1)C(N)=O,160.0
329895,Nc1ncnc(N2CCC(CC2)c2nc(cn2C2CCNCC2)-c2ccc(F)c(c2)C(F)(F)F)c1C#N,160.0
51091430,CC(C)NC(c1ccc(Cl)cc1)c1ccc(cc1)-c1ncnc2nc[nH]c12,160.0
50648549,CCC[C@H](NC(=O)[C@H](CCCN=C(N)N)NC(=O)CN(CCCCCCN)C(=O)[C@@H](N)CCCN=C(N)N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)N[C@@H](CCC(C)C)C(=O)N(CCCCN)CC(N)=O,160.0
50630665,Cc1ccc(c(C)c1)S(=O)(=O)NC[C@@H](O)CN1CCC[C@@]2(CCN(C2)c2ncnc(N)c2C2CC2)C1,160.0
50648552,CCC[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)CN(CCCCCCNC(=O)NCCCN(CC(N)=O)C(=O)[C@H](CCC(C)C)NC(=O)[C@H](CN)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O)C(=O)[C@@H](N)CCCN=C(N)N,160.0
50585640,Cc1c[nH]c2ncnc(N3CCC(N)(CNC=O)C3)c12,160.0
30649,N[C@H](COc1cncc(c1)-c1ccc2c(N)nccc2c1)Cc1c[nH]c2ccccc12,160.0
44969,CSc1ncc2cc(-c3ccccc3)c(nc2n1)-c1ccc(CNCCc2nnc(C)[nH]2)cc1,162.0
27648,CCNc1cc(\C=C\c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)ccn1,163.0
51296582,Cn1nccc1-c1oc(cc1Br)C(=O)N[C@@H]1CNCC[C@H]1c1ccc(Cl)cc1,163.0
53739,CCC[C@H]1O[C@@H]2CC(=O)O[C@@H]2C2=C1C(=O)c1ccccc1C2=O,163.0
329871,Nc1ncnc(N2CCC(CC2)c2nc(cn2CCN2CCC2)-c2ccccc2)c1C#N,165.0
27695,OC(=O)c1ccc2nc(-c3ccccc3)c(nc2c1)-c1ccc(CN2CCC(CC2)n2c3ccccc3[nH]c2=O)cc1,166.0
326996,CN1CCN(CC1)c1cccc2N(CCc12)C(=O)Cc1nc(cc(=O)[nH]1)N1CCOCC1,167.0
287965,NC1(CCC1)c1ccc(cc1)-c1nc2c(CO)cccn2c1-c1ccccc1,168.0
290795,NC1(CCC1)c1ccc(cc1)-c1nc2c3cccc(Br)c3nn2cc1-c1ccccc1,170.0
220876,C(N1CCC(CC1)c1nnc([nH]1)-c1ccncc1)c1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,170.0
220857,Fc1ccccc1S(=O)(=O)NCc1ccc(cc1)-c1nnc2-c3ccccc3Nc3ncccc3-n12,170.0
288021,Cc1ccn2c(c(nc2c1Cl)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,170.0
330083,CC(C)(C)c1cc(ccn1)-c1cn(CCN2CCC2)c(n1)C1CCN(CC1)c1ncnc(N)c1C(N)=O,170.0
603079,Cc1ccc2nc(c(-c3ccccc3)n2n1)-c1ccc(cc1)C1(N)CCC1,170.0
50648554,CCC[C@@H]1NC(=O)[C@H](CCCN=C(N)N)NC(=O)CN(CCCCNC(=O)NCCCCN(CC(N)=O)C(=O)[C@H](CCC(C)C)NC(=O)[C@H](CN)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O)C(=O)[C@@H](N)CCCN=C(N)N,170.0
50629814,CCOCCN(C[C@@H](O)CN1CCCC2(CCc3cc(ccc3O2)C#N)C1)S(=O)(=O)c1c(C)cccc1C,170.0
51091426,CC(C)(C)NC(c1ccc(Cl)cc1)c1ccc(cc1)-c1ccncc1,170.0
288071,NC1(CCC1)c1ccc(cc1)-c1nc2ccc(cn2c1-c1ccccc1)-c1cc[nH]n1,171.0
292786,Cc1cc(NC(=O)Cc2nc(cc(=O)[nH]2)N2CCOCC2)ccc1F,171.0
44947,Cc1nnc([nH]1)-c1cc(Cl)ccc1Nc1ncnc2[nH]ccc12,171.0
287963,CC(O)c1ccc2nc(c(-c3ccccc3)n2c1)-c1ccc(cc1)C1(N)CCC1,171.0
45022,Nc1nnc(s1)-c1cnc(-c2ccc(CN3CCC(CC3)n3cc(cn3)-c3cnccn3)cc2)c(c1)-c1ccccc1,172.0
287962,COc1cccn2c(c(nc12)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,173.0
288064,NC(=O)\C=C\c1ccn2c(c(nc2c1)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,174.0
292906,Fc1ccc(NC(=O)Cc2nc(cc(=O)[nH]2)N2CCOCC2)c(OCC2CCNCC2)c1,174.0
288047,Cc1cc(cn2c(c(nc12)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1)-c1cccnc1,175.0
288068,CC(=O)c1ccn2c(c(nc2c1)-c1ccc(cc1)C1(N)CCC1)-c1ccccc1,175.0
27647,CNc1cc(\C=C\c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)ccn1,176.0
287938,NC1(CCC1)c1ccc(cc1)-c1nc2nc(ccn2c1-c1ccccc1)-c1ccccc1,176.0
50971486,CC(C)NC[C@@H](C(=O)N1CCN(CC1)c1ncnc2CC[C@@H](C=C)c12)c1ccc(Cl)cc1,176.0
50612097,C[C@@H]1SCc2ncnc(N3CCN(CC3)C(=O)[C@H](N)Cc3ccc(Cl)c(F)c3)c12,176.0
51420688,Cl.CCn1nccc1-c1ccc(C(=O)N[C@@H]2CNCC[C@H]2c2ccc(F)c(F)c2)c(F)c1,176.0
